title,genres
Mama's Boy (2007),Comedy|Drama
Mambo Italiano (2003),Comedy
"Mambo Kings, The (1992)",Drama|Musical
Mamitas (2011),Drama
Mamma Mia! (2008),Comedy|Musical|Romance
Mamma Roma (1962),Drama
Mammoth (Mammut) (2009),Drama
Mammuth (2010),Comedy|Drama
Mammy (1930),Comedy|Drama|Musical
"Man - Woman Wanted (Poszukiwany, poszukiwana) (1973)",Comedy
Man About Town (2006),Comedy|Drama
"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
"Man Apart, A (2003)",Action|Crime|Drama|Thriller
Man at Bath (Homme au bain) (2010),Drama
"Man Behind the Gun, The (1953)",Western
"Man Between, The (1953)",Drama|Film-Noir|Romance|Thriller
Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
"Man Called Adam, A (1966)",Drama
"Man Called Gannon, A (1968)",Western
"Man Called Horse, A (1970)",Adventure|Drama|Western
"Man Called Peter, A (1955)",Drama
"Man Called Sledge, A (1970)",Western
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama
Man Exposed (2006),Comedy|Drama
Man Facing Southeast (Hombre mirando al sudeste) (1986),Drama|Sci-Fi
Man for a Day (2012),Documentary
"Man for All Seasons, A (1966)",Drama
"Man from Beyond, The (1922)",Mystery
"Man from Down Under, The (1943)",Drama
"Man from Earth, The (2007)",Drama|Sci-Fi
"Man from Elysian Fields, The (2001)",Drama
"Man from Laramie, The (1955)",Western
"Man from London, The (A Londoni férfi) (2007)",Crime|Drama|Mystery
"Man from Monterey, The (1933)",Western
"Man from Nowhere, The (Ajeossi) (2010)",Action|Crime|Thriller
"Man from Planet X, The (1951)",Horror|Romance|Sci-Fi
"Man from Snowy River, The (1982)",Drama|Romance|Western
"Man from the Future, The (O Homem do Futuro) (2011)",Comedy|Fantasy|Sci-Fi
"Man from Utah, The (1934)",Action|Adventure|Crime|Romance|Western
Man Hunt (1941),Crime|Drama|Thriller
"Man I Love, The (1947)",Crime|Drama|Thriller
"Man in Grey, The (1943)",Drama|Romance
Man in the Chair (2007),Comedy|Drama
"Man in the Glass Booth, The (1975)",Drama
"Man in the Gray Flannel Suit, The (1956)",Drama
"Man in the Iron Mask, The (1939)",Adventure
"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
Man in the Middle (1963),Drama|War
"Man in the Moon, The (1991)",Drama|Romance
Man in the Saddle (1951),Western
"Man in the White Suit, The (1951)",Comedy|Sci-Fi
Man in the Wilderness (1971),Adventure|Western
Man Is Not a Bird (Covek nije tica) (1965),Drama|Romance
Man Made Monster (1941),Drama|Horror|Sci-Fi|Thriller
"Man Named Pearl, A (2006)",Documentary
"Man Next Door, The (El hombre de al lado) (2009)",Drama
Man of a Thousand Faces (1957),Drama
Man of Aran (1934),Documentary
Man of Her Dreams (a.k.a. The Fiancé) (1997),Drama
Man of Iron (Czlowiek z Zelaza) (1981),Drama|Romance
Man of La Mancha (1972),Adventure|Comedy|Musical
Man of Marble (Czlowiek z Marmuru) (1977),Drama
"Man of My Life, The (L'homme de sa vie) (2006)",Drama
"Man of No Importance, A (1994)",Drama
Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
"Man of Straw (Untertan, Der) (1951)",Comedy|Drama
Man of Tai Chi (2013),Action|IMAX
Man of the Century (1999),Comedy
Man of the East (1972),Action|Comedy|Western
Man of the House (1995),Comedy
Man of the House (2005),Action|Comedy
Man Of The Moment (1935),Comedy
Man of the West (1958),Western
Man of the World (1931),Drama|Romance
Man of the Year (1995),Documentary
Man of the Year (2006),Comedy|Thriller
"Man of the Year, The (O Homem do Ano) (2003)",Action|Comedy|Crime
Man on a Ledge (2012),Crime|Thriller
Man on a Mission: Richard Garriott's Road to the Stars (2010),Documentary
Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
Man on High Heels (2014),Action|Comedy
Man on the Flying Trapeze (1935),Comedy
Man on the Moon (1999),Comedy|Drama
"Man on the Roof, The (Mannen på taket) (1976)",Action|Crime|Drama|Thriller
"Man on the Train (Homme du train, L') (2002)",Comedy|Drama
Man on Wire (2008),Documentary
Man Push Cart (2005),Drama
"Man There Was, A (Terje Vigen) (1917)",Drama
Man to Man (2005),Drama
Man Trouble (1992),Comedy|Romance
"Man Vanishes, A (Ningen Johatsu) (1967)",Documentary|Drama|Mystery
"Man Who Came to Dinner, The (1942)",Comedy
"Man Who Captured Eichmann, The (1996)",Drama|War
"Man Who Copied, The (Homem Que Copiava, O) (2003)",Comedy|Crime|Drama|Romance
"Man Who Could Work Miracles, The (1936)",Comedy|Fantasy
"Man Who Couldn't Say No, The (Mies joka ei osannut sanoa EI) (1975)",Comedy|Drama|Romance
"Man Who Cried, The (2000)",Drama
"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi
"Man Who Haunted Himself, The (1970)",Drama|Fantasy|Horror|Mystery|Thriller
"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
"Man Who Knew Too Much, The (1934)",Drama|Thriller
"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
"Man Who Laughs, The (1928)",Drama|Romance
"Man Who Left His Will on Film, The (Tôkyô sensô sengo hiwa) (1970)",Drama
"Man Who Loved Cat Dancing, The (1973)",Western
"Man Who Loved Women, The (1983)",Comedy
"Man Who Loved Women, The (Homme qui aimait les femmes, L') (1977)",Comedy|Drama|Romance
"Man Who Never Was, The (1956)",Drama|War
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama
"Man Who Quit Smoking, The (Mannen som slutade röka) (1972)",Comedy
"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)",Adventure|Sci-Fi
"Man Who Saw Tomorrow, The (1980)",Documentary
"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
"Man Who Sleeps, The (Un homme qui dort) (1974)",Drama
"Man Who Sued God, The (2001)",Comedy|Drama|Romance
"Man Who Wasn't There, The (2001)",Crime|Drama
"Man Who Would Be King, The (1975)",Adventure|Drama
"Man with a Cloak, The (1951)",Drama|Thriller
Man with an Apartment (Czlowiek z M-3) (1969),Comedy
"Man with Bogart's Face, The (1980)",Comedy
"Man with No Shadow, The (Homme sans ombre, L') (2004)",Animation|Drama
"Man with One Red Shoe, The (1985)",Comedy|Thriller
"Man with the Golden Arm, The (1955)",Drama
"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
Man with the Gun (1955),Western
"Man with the Iron Fists, The (2012)",Action|Adventure|Crime
"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary
Man with the Screaming Brain (2005),Adventure|Comedy|Sci-Fi
"Man with Two Brains, The (1983)",Comedy
"Man Without a Face, The (1993)",Drama
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama
"Man You Had in Mind, The (2006)",Documentary
"Man, The (1972)",Drama
"Man, The (2005)",Action|Comedy|Crime
"Man, Woman and Beast (L'uomo la donna e la bestia) (1977)",Drama|Fantasy
"Man, Woman and the Wall (Kikareta onna no mirareta yoru) (2006)",Drama|Romance|Thriller
Management (2008),Comedy|Romance
Manakamana (2013),Documentary
Manborg (2011),Action|Adventure|Comedy
"Manchurian Candidate, The (1962)",Crime|Thriller|War
"Manchurian Candidate, The (2004)",Thriller
Mandabi (The Money Order) (1968),Drama
Mandela: Long Walk to Freedom (2013),Drama
Manderlay (2005),Drama
Mandingo (1975),Action|Romance
"Mangler, The (1995)",Horror
Manhattan (1979),Comedy|Drama|Romance
Manhattan Baby (1982),Horror
Manhattan Melodrama (1934),Crime|Drama|Romance
Manhattan Murder Mystery (1993),Comedy|Mystery
"Manhattan Project, The (1986)",Comedy|Sci-Fi|Thriller
Manhunt (2008),Horror|Thriller
Manhunt (2013),Documentary|War
Manhunter (1986),Action|Crime|Drama|Horror|Thriller
Maniac (1934),Horror
Maniac (1963),Crime|Horror|Mystery|Romance|Thriller
Maniac (1980),Horror
Maniac (2012),Horror|Thriller
Maniac Cop (1988),Action|Crime|Horror|Thriller
Maniac Cop 2 (1990),Action|Horror|Thriller
Maniacts (2001),Action|Comedy|Drama|Horror|Romance
Manic (2001),Drama
Manito (2002),Drama
"Manitou, The (1978)",Horror
Mann tut was Mann kann (2012),Comedy
Mannequin (1937),Drama
Mannequin (1987),Comedy|Romance
Mannequin 2: On the Move (1991),Comedy|Fantasy|Romance
Manny & Lo (1996),Drama
Manny (2014),Documentary|Drama
Manolito Four Eyes (1999),Comedy
Manon (1949),Crime|Drama
Manon of the Spring (1952),Drama
Manon of the Spring (Manon des sources) (1986),Drama
Manos: The Hands of Fate (1966),Horror
Man-Proof (1938),Comedy|Drama|Romance
Manrape (Män kan inte våldtas) (1978) ,Drama
Man's Best Friend (1993),Horror|Sci-Fi|Thriller
Man's Castle (1933),Drama|Romance
Man's Favorite Sport? (1964),Comedy
Man's Job (Miehen työ) (2007),Drama
Mansfield Park (1999),Comedy|Drama|Romance
"Mansion of Madness, The (1973)",Horror
Manslaughter (1922),Drama
Manslaughter (Drabet) (2005),Drama
Mansome (2012),Documentary
Manson (1973),Documentary
"Manson Family, The (2003)",Crime|Drama|Horror
Manta - Der Film (1991),Comedy
"Manta, Manta (1991)",Comedy
Man-Thing (2005),Action|Horror|Sci-Fi
Mantle (2005),Documentary
Mantrap (1926),Comedy
Manual of Love 2 (Manuale d'amore (capitoli successivi)) (2007),Comedy|Romance
Manuel on the Island of Wonders (Manoel dans l'île des merveilles) (1984),Drama
Manufactured Landscapes (2006),Documentary
Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War
Manufacturing Dissent (2007),Documentary
Manufacturing Reality: Slavoj Zizek and the Reality of the Virtual (Slavoj Zizek: The Reality of the Virtual) (2004),Documentary
"Manxman, The (1929)",Drama
"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical
Many Rivers to Cross (1955),Comedy|Romance|Western
"Manzanar Fishing Club, The (2012)",Adventure|Documentary
Mao's Last Dancer (2009),Drama
Música Campesina (Country Music) (2011),Comedy|Drama
"Map For Saturday, A (2007)",Documentary
Map of the Human Heart (1993),Drama|Romance
Map of the Sounds of Tokyo (2009),Drama|Thriller
"Map of the World, A (1999)",Drama
Maps to the Stars (2014),Drama
Mar Baum (1997),Drama
Maradona by Kusturica (2008),Documentary
"Maradona, the Hand of God (Maradona, la mano di Dio) (2007)",Drama
Marat/Sade (1966),Drama|Musical
"Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)",Comedy
Marathon Man (1976),Crime|Drama|Thriller
Marc Maron: Thinky Pain (2013),Comedy
"Marc Pease Experience, The (2009)",Comedy|Drama|Musical
"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",Documentary
"March of the Movies (Film Parade, The) (1933)",Documentary
"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),Children|Comedy|Fantasy
March or Die (1977),Adventure|Drama|Romance|War
Marci X (2003),Comedy|Musical
Mardock Scramble: The Second Combustion (2011),Animation|Sci-Fi
Mare Nostrum (1926),War
Marfa Girl (2012),Drama
Margaret (2009),Comedy|Drama|Romance
Margaret (2011),Drama
Margaret Cho: Assassin (2005),Comedy
Margaret Thatcher: The Long Walk to Finchley (2008),Drama
Margaret's Museum (1995),Drama
Margin Call (2011),Drama|Thriller
Margot at the Wedding (2007),Drama
Maria (2003),Drama
Maria (Mariya) (1989),(no genres listed)
Maria Bamford: The Special Special Special! (2012),Comedy
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama
"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009)",Comedy
"Mariachi, El (1992)",Action|Crime|Thriller|Western
Mariage à Mendoza (2012),Comedy|Drama
Marianne & Juliane (Die Bleierne Zeit) (1981),Drama
Maria's Lovers (1984),Drama|Romance
Marie and Bruce (2004),Comedy|Drama
Marie Antoinette (1938),Drama|Romance
Marie Antoinette (2006),Drama|Romance
Marie from the Bay of Angels (Marie Baie Des Anges) (1997),Drama
Marie Krøyer (2012),Drama
Marie-Jo and Her 2 Lovers (Marie-Jo et ses 2 amours) (2002),Comedy|Drama
Marihuana (1936),Documentary|Drama
Marilena de la P7 (2006),Drama|Fantasy
Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),Comedy|Drama|Romance
Marilyn in Manhattan (1998),(no genres listed)
Marilyn: The Untold Story (1980),Documentary
Marina Abramovic: The Artist Is Present (2012),Documentary
"Marine Story, A (2010)",Drama
"Marine, The (2006)",Action|Drama|Thriller
Marion Bridge (2002),Drama
Marius (1931),Comedy|Drama|Romance
Marius and Jeanette (Marius et Jeannette) (1997),Comedy|Drama|Romance
Marjoe (1972),Documentary
Marjorie Morningstar (1958),Drama
"Mark of Cain, The (2007)",Drama
Mark of the Cop (1975),Crime|Drama|Romance
Mark of the Devil (Hexen bis aufs Blut gequält) (1970),Drama|Horror
Mark of the Vampire (1935),Horror|Mystery
"Mark of Zorro, The (1920)",Adventure|Romance|Western
"Mark of Zorro, The (1940)",Adventure
Mark Shoots First (1975),(no genres listed)
Mark Twain (2001),Documentary
"Mark, The (1961)",Drama
Marked for Death (1990),Action|Drama
Marked Woman (1937),Crime|Drama|Film-Noir
Marketa Lazarová (1967),Drama|Romance
"Marksman, The (2005)",Action|Adventure|Thriller|War
Marlene Dietrich: Shadow and Light (1996),Documentary
Marley & Me (2008),Comedy|Drama
Marley & Me: The Puppy Years (2011),Children|Comedy
Marley (2012),Documentary
Marlowe (1969),Crime|Drama|Mystery
Marmaduke (2010),Comedy
Marnie (1964),Drama|Mystery|Romance|Thriller
Marooned (1969),Drama|Sci-Fi
Marooned in Iraq (Gomgashtei dar Aragh) (2002),Drama
Marquis (1989),Drama
"Marquise of O, The (Marquise von O..., Die) (1976)",Drama
"Marriage Circle, The (1924)",Comedy
Marriage Italian Style (Matrimonio all'italiana) (1964),Comedy|Drama|Romance
"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi) (2008)",Comedy|Drama|Musical|Romance
Marriage Material (2012),Drama
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",Drama
Marriage Retreat (2011),Comedy|Drama
"Married Couple, A (1969)",Documentary
Married Life (2007),Crime|Drama|Romance
Married to It (1991),Comedy|Drama
Married to the Mob (1988),Comedy
"Married Woman, A (Une femme mariée) (1964)",Drama
"Marrying Kind, The (1952)",Comedy|Drama
"Marrying Man, The (Too Hot to Handle) (1991)",Comedy|Romance
Mars (1968),Documentary|Sci-Fi
Mars Attacks! (1996),Action|Comedy|Sci-Fi
Mars Needs Moms (2011),Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX
"Marseillaise, La (1938)",Drama|War
"Marsh, The (2006)",Horror|Thriller
"Marshal of Finland, The (Suomen Marsalkka) (2012)",Drama|Romance
"Marshland (Isla mínima, La) (2014)",Action|Crime
Martín (Hache) (1997),Drama
Martha (1974),Drama|Thriller
Martha Marcy May Marlene (2011),Drama|Thriller
Martian Child (2007),Comedy|Drama
Martin & Orloff (2002),Comedy
Martin (1977),Drama|Horror
Martin Lawrence Live: Runteldat (2002),Comedy|Documentary
Martin Lawrence: You So Crazy (1994),Comedy|Documentary
Marty (1955),Drama|Romance
Martyrs (2008),Horror
"Marva Collins Story, The (1981)",Documentary|Drama
Marvel One-Shot: Item 47 (2012),Action|Fantasy|Sci-Fi
Marvellous (2014),Drama
Marvin Gaye: What's Going On (2005),Documentary
Marvin Hamlisch: What He Did for Love (2013),Documentary|Musical
Marvin's Room (1996),Drama
Marwencol (2010),Documentary
Mary (2005),Drama|Thriller
Mary and Martha (2013),Drama
Mary and Max (2009),Animation|Comedy|Drama
Mary of Scotland (1936),Drama
Mary Poppins (1964),Children|Comedy|Fantasy|Musical
Mary Reilly (1996),Drama|Horror|Thriller
Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
Mary Stevens M.D. (1933),Drama
"Mary, Queen of Scots (1971)",Drama
Maryam (2000),Drama
Mascara (1999),Drama
Masculin Féminin (1966),Drama
Mask (1985),Drama
"Mask of Dimitrios, The (1944)",Crime|Drama|Film-Noir|Mystery
"Mask of Fu Manchu, The (1932)",Adventure|Horror|Sci-Fi
"Mask of Zorro, The (1998)",Action|Comedy|Romance
"Mask, The (1994)",Action|Comedy|Crime|Fantasy
Masked & Anonymous (2003),Comedy|Drama
Maskerade (1934),Comedy|Romance
Masks (Masques) (1987),Thriller
"Masque of the Red Death, The (1964)",Horror
Masquerade (1988),Mystery|Romance|Thriller
"Masquerade (Gwanghai, Wangyidoen namja) (2012)",Drama
Mass Appeal (1984),Drama
Mass Effect: Paragon Lost (2012),Action|Animation|Sci-Fi
Mass Transit (1998),Comedy|Drama
Massacre at Central High (1976),Drama|Horror|Thriller
Massacre Canyon (1954),Western
"Masseurs and a Woman, The (Anma to onna) (1938)",Drama
Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
"Master and Margaret, The (Il maestro e Margherita) (1972)",Drama|Fantasy|Romance
"Master of Ballantrae, The (1953)",Adventure
"Master of Disguise, The (2002)",Comedy|Mystery
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action
Master of the House (Du skal ære din hustru) (Thou Shalt Honour Thy Wife) (1925),Drama
Master of the Universe (2013),Documentary
"Master, The (1984)",Action
"Master, The (2012)",Drama
"Master, The (Huang Fei Hong jiu er zhi long xing tian xia) (1992)",Action
Masterminds (1997),Action|Comedy|Thriller
Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
Masti (2004),Comedy
Mata Hari (1931),Drama|Romance
"Matador, The (2005)",Comedy|Drama|Thriller
"Matador, The (2008)",Documentary
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama
"Match King, The (1932)",Drama
Match Point (2005),Crime|Drama|Romance
"Match, The (1999)",Comedy|Romance
"Matchmaker, The (1958)",Comedy|Romance
"MatchMaker, The (1997)",Comedy|Romance
Matchstick Men (2003),Comedy|Crime|Drama
Mater and the Ghostlight (2006),Animation|Children|Comedy
Material Girls (2006),Children|Comedy|Drama
Maternal Halfbrothers (Braca po materi) (1988),Drama
Matewan (1987),Drama
Matilda (1996),Children|Comedy|Fantasy
Matinée (1977),Adventure|Comedy|Crime|Thriller
Matinee (1993),Comedy|Drama
"Mating Game, The (1959)",Comedy|Romance
"Mating Habits of the Earthbound Human, The (1999)",Comedy|Sci-Fi
"Mating of Millie, The (1948)",Comedy|Romance
"Mating Season, The (1951)",Comedy
"Matriarch, The (Lieksa!) (2007)",Comedy|Drama|Romance
Matrimonial Comedy (Komedia malzenska) (1994),Comedy
"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
"Matrix, The (1999)",Action|Sci-Fi|Thriller
"Mattei Affair, The (Il caso Mattei) (1972)",Crime|Drama|Mystery
"Matter of Dignity, A (To teleftaio psema) (1957)",Drama
"Matter of Life and Death, A (Stairway to Heaven) (1946)",Drama|Fantasy|Romance
"Matter of Taste, A (Affaire de Goût, Une) (2000)",Crime|Drama|Thriller
Matthew's Days (1968),Drama
Matti: Hell Is for Heroes (Matti) (2006),Comedy|Drama
Maurice (1987),Drama|Romance
Maverick (1994),Adventure|Comedy|Western
Max (2002),Drama
Max Dugan Returns (1983),Comedy
Max Keeble's Big Move (2001),Children|Comedy
Max Manus (2008),Action|Drama|War
Max Payne (2008),Action|Crime|Drama|Thriller
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",Documentary
Maximum Conviction (2012),Action|Adventure|Thriller
Maximum Overdrive (1986),Horror
Maximum Risk (1996),Action|Adventure|Thriller
May (2002),Drama|Horror
May 18 (Hwaryeohan hyuga) (2007),Drama
May 6th (06/05) (2004),Drama|Thriller
May Fools (Milou en mai) (1990),Comedy|Romance
May I Kill U? (2012),Comedy|Horror|Thriller
May in the Summer (2013),Comedy|Drama
Maya Lin: A Strong Clear Vision (1994),Documentary
Maybe Baby (2000),Comedy|Romance
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
"Mayday at 40,000 Feet! (1976)",Adventure
Mayerling (1936),Drama
Mayerling (1968),Drama|Romance
"Mayor of Hell, The (1933)",Crime|Drama|Romance
